Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;2240301132;11885;Evangelischer Kirchenbote;davon ePaper;Speyer;980;woe;12;11885;65;65;;;52;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;272;;;;;;;;;;;;;;;;;;512965
20212;3120301052;472;Getränkeindustrie;;Mindelheim;1099;mtl;11;472;6513;2124;4550;;424;;;;;;;;1700;4389;;;;;242;48;;;48;;;;;;;;;194;;;;303;;;;;;;;;;;;;;;;;;0
20212;3120301052;11908;Getränkeindustrie;davon ePaper;Mindelheim;1099;mtl;12;11908;2071;1700;;;;;;;;;;;1700;371;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3130401012;473;Galvanotechnik;;Bad Saulgau;1246;mtl;11;473;1950;1641;2000;;1641;;;;;;;;;309;100;6;;;333;333;;;333;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3040601022;474;Garten und Landschaft;;München;1115;mtl;11;474;3014;2696;3286;;2427;;;;;;;;269;318;;;;;362;349;;;348;;;;;;;;1;13;;;;305;;;;;;;;;;;;;;;;;;0
20212;3060401062;475;GIT Labor-Fachzeitschrift;;Weinheim;334;10 x jähr;11;475;24936;1048;25000;;1040;;974;;;;;;8;23888;5;1;;;1579;18;;;15;;;;;;;;3;1561;;;;309;;;;;;;;;;;;;;;;;;0
20212;3110301062;476;Auto Räder Reifen - Gummibereifung;;Hannover;7276;11 x jähr;11;476;8319;1383;8500;;1240;;;;;;;;143;6936;;;;;1439;190;;;189;;;;;;;;1;1249;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160601022;478;GZ Goldschmiede Zeitung;;Hamburg;6203;mtl;11;478;4567;3171;4585;;3148;;;;;;;;23;1396;;;;;550;509;;;504;;;;;;;;5;41;;;;302;;;;;;;;;;;;;;;;;;0
20212;3130501032;479;Giesserei;;Düsseldorf;494;mtl;11;479;1776;1144;2167;;764;;;;;;;;380;632;;;;;270;167;;;141;;;;;;;;26;103;;;;303;;;;;;;;;;;;;;;;;;0
20212;3041001052;480;gv-Praxis;;Frankfurt;827;10 x jähr;11;480;10085;5600;9300;;3896;;2533;;;;;;1704;4485;;;;;288;68;;;64;;2;;;;;;4;220;;;;302;;;;;;;;;;;;;;;;;;0
20212;3041001052;11373;gv-Praxis;davon ePaper;Frankfurt;827;10 x jähr;12;11373;1251;1251;;;62;;;;;;;;1189;;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3100501152;482;Gemüse;;München;4188;mtl;11;482;3996;3302;4349;;3126;;;;;;;;176;694;;;;;669;617;;;607;;;;;;;;10;52;;;;306;;;;;;;;;;;;;;;;;;0
20212;3120301062;483;Getränke Zeitung;;Neustadt;1167;14-tgl;11;483;8160;2312;8200;;604;5;;;;;;;1708;5848;;;;;40;31;;;29;;;;;;;;2;9;;;;302;;;;;;;;;;;;;;;;;;0
20212;3041001022;484;GVmanager;;Hilden;2943;10 x jähr;11;484;12910;5602;13000;;5557;;4776;;;;;;45;7308;;;;;76;26;;;26;;8;;;;;;;50;;;;304;;;;;;;;;;;;;;;;;;0
20212;3120201192;485;Gastrotel;;Essen;543;6 x jähr;11;485;100301;28293;100500;;28293;;6098;;;;;;;72008;;;;;5;3;;;3;;;;;;;;;2;;;;302;;;;;;;;;;;;;;;;;;0
20212;3140301032;486;gwf Gas&Energie;;Essen;519;mtl;11;486;1190;545;1252;;499;;;;;;;;46;645;;;;;58;57;;;56;;;;;;;;1;1;;;;306;;;;;;;;;;;;;;;;;;0
20212;3140501012;487;GWF - Wasser/Abwasser;;Essen;519;mtl;11;487;2410;857;2500;;753;;;;;;;;104;1553;67;1;;;82;81;;;79;;;;;;;;2;1;;;;306;;;;;;;;;;;;;;;;;;0
20212;3040601032;490;Stadt und Grün;;Berlin;1235;mtl;11;490;2456;1185;2533;;1181;;;;;;;;4;1271;;;;;88;80;;;80;;;;;;;;;8;;;;305;;;;;;;;;;;;;;;;;;0
20212;3050610012;491;Garten- und Freizeitmarkt;;Berlin;1235;8 x jähr;11;491;2415;63;2500;;63;;;;;;;;;2352;;;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3100501172;493;Landwirtschaftliches Wochenblatt (Gesamt) -;Hessenbauer / Pfälzer Bauer/ Der Landbote;Friedrichsdorf;858;woe;11;493;14594;13948;16350;;13348;;;;;;;;600;646;120;1;;;2;1;;;1;;;;;;;;;1;;;;306;;;;;;;;;;;;;;;;;;0
20212;1611002400;496;Schweriner Volkszeitung Lübz;;Schwerin;300;Mo-Sa;10;496;2784;2696;2806;;2269;;;172;333;161;;;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100110
20212;1611002400;11060;Schweriner Volkszeitung Lübz;davon ePaper;Schwerin;300;Mo-Sa;10;11060;315;315;;;137;;;;;;;;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100110
20212;3150610022;503;Handballtraining;;Münster;1157;mtl;11;503;6430;6396;6950;;6001;136;;;;;;;395;34;;;;;616;616;;;581;12;;;;;;;35;;;;;314;;;;;;;;;;;;;;;;;;0
20212;3050613012;505;Haustex;;Hamburg;3252;mtl;11;505;4649;2660;4800;;1019;;;;;;;;1641;1989;;;;;209;171;;;163;;;;;;;;8;38;;;;315;;;;;;;;;;;;;;;;;;0
20212;3011501032;507;HK-Holz- und Kunststoffverarbeitung;;Leinfelden-Echterdingen;1056;6 x jähr;11;507;2787;482;3000;;479;;54;;;;;;3;2305;;;;;1698;89;;;88;;5;;;;;;1;1609;;;;305;;;;;;;;;;;;;;;;;;0
20212;3011501082;508;Holz-Zentralblatt;;Leinfelden-Echterdingen;1056;woe;11;508;6554;4402;6783;;4298;;;;;;;;104;2152;;;;;696;439;;;436;;;;;;;;3;257;;;;305;;;;;;;;;;;;;;;;;;0
20212;3011501072;509;HOB-Die Holzbearbeitung;;Marburg;432;10 x jähr;11;509;10573;170;11000;;170;;;;;;;;;10403;;;;;105;36;;;36;;;;;;;;;69;;;;305;;;;;;;;;;;;;;;;;;0
20212;1611002600;510;Schweriner Volkszeitung Parchim;;Schwerin;300;Mo-Sa;10;510;3465;3417;3484;;3039;;;145;317;172;;;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100786
20212;1611002600;11066;Schweriner Volkszeitung Parchim;davon ePaper;Schwerin;300;Mo-Sa;10;11066;342;342;;;192;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100786
20212;3050614022;511;EDEKA handelsrundschau;;Hamburg;896;2 x mtl;11;511;9975;9605;10487;;;;;;;;;;9605;370;;;;;9;;;;;;;;;;;;;9;;;;302;;;;;;;;;;;;;;;;;;0
20212;3190601162;512;Horizont;;Frankfurt;827;30 x jähr;11;512;15296;10854;7975;;7215;;4768;;;;;;3639;4442;;;;;328;131;;;98;;41;;;;;;33;197;;;;301;;;;;;;;;;;;;;;;;;0
20212;3190601162;11607;Horizont;davon ePaper;Frankfurt;827;30 x jähr;12;11607;7749;7749;;;4472;;3516;;;;;;3277;;;;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3023001012;513;Hygiene + Medizin;;Wiesbaden;1351;mtl;11;513;5429;3946;4000;;2652;;1156;;;;;;1294;1483;;;;;506;449;;;246;;33;;;;;;203;57;;;;311;;;;;;;;;;;;;;;;;;0
20212;3023001012;12143;Hygiene + Medizin;davon ePaper;Wiesbaden;1351;mtl;12;12143;1549;1509;;;215;;55;;;;;;1294;40;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3011301042;514;HLH Heizung, Lüftung/Klima, Haustechnik;;Düsseldorf;663;9 x jähr;11;514;9764;7473;10000;;7445;;6808;2;2;;;;26;2291;;;;;232;230;;;230;;160;;;;;;;2;;;;305;;;;;;;;;;;;;;;;;;0
20212;3110801012;515;HANSA - International Maritime Journal;;Hamburg;921;mtl;11;515;3820;3310;3410;;1933;1000;;;;;;;1377;510;;;;;170;71;;;67;;;;;;;;4;99;;;;303;;;;;;;;;;;;;;;;;;0
20212;3110801012;10000;HANSA - International Maritime Journal;davon ePaper;Hamburg;921;mtl;12;10000;748;748;;;7;;;;;;;;741;;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;1611002800;518;Schweriner Volkszeitung Perleberg/Der Prignitzer;;Schwerin;300;Mo-Sa;10;518;7745;7667;6934;;6367;;;319;570;251;;;981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100129
20212;1611002800;11069;Schweriner Volkszeitung Perleberg/Der Prignitzer;davon ePaper;Schwerin;300;Mo-Sa;10;11069;1234;1234;;;383;;;;;;;;851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100129
20212;4010501152;519;MARKANT Magazin;;Gaggenau;4059;12 x jähr;11;519;12206;;17250;;;;;;;;;;;12206;;;;;154;;;;;;;;;;;;;154;;;;406;;;;;;;;;;;;;;;;;;510363
20212;3170401012;520;journalist;;Bonn;7252;10 x jähr;11;520;30171;29704;30367;;29667;;29366;1;1;;;;36;467;;;;;393;389;;;388;;377;;;;;;1;4;;;;304;;;;;;;;;;;;;;;;;;0
20212;3120301082;522;Inside Getränke-Markt-Magazin;;München;1129;24 x jähr;11;522;2036;1969;2100;;1554;;;;;;;;415;67;;;;;56;54;;;53;;;;;;;;1;2;;;;302;;;;;;;;;;;;;;;;;;0
20212;3011101032;523;Inside Wohn-Markt-Magazin;;München;453;2 x mtl;11;523;1417;1326;1450;;1208;;;;;;;;118;91;;;;;150;149;;;143;;;;;;;;6;1;;;;302;;;;;;;;;;;;;;;;;;0
20212;1611003000;524;Schweriner Volkszeitung Sternberg;;Schwerin;300;Mo-Sa;10;524;2441;2333;2363;;1992;;;100;202;102;;;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100085
20212;1611003000;11075;Schweriner Volkszeitung Sternberg;davon ePaper;Schwerin;300;Mo-Sa;10;11075;311;311;;;142;;;;;;;;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100085
20212;3160401012;525;INDUSTRIEanzeiger;;Leinfelden-Echterdingen;1060;20 x jähr;11;525;35772;6353;32300;;1443;;1219;;;;;;4910;29419;;;;;125;20;;;20;;6;;;;;;;105;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160401012;11785;INDUSTRIEanzeiger;davon ePaper;Leinfelden-Echterdingen;1060;25 x jähr;12;11785;3507;3033;;;;;;;;;;;3033;474;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3130401022;530;Besser Lackieren;;Hannover;954;2-woe;11;530;11062;601;11127;;601;;;;;;;;;10461;;;;;228;86;;;86;;;;;;;;;142;;;;303;;;;;;;;;;;;;;;;;;0
20212;3011301012;533;IKZ-HAUSTECHNIK;;Arnsberg;275;18 x jähr;11;533;28335;6672;28500;;6672;;6672;;;;;;;21663;;;;;78;;;;;;;;;;;;;78;;;;305;;;;;;;;;;;;;;;;;;0
20212;3090201032;535;IEE-Industrie Engineering Effizienz;;Heidelberg;961;8 x jähr;11;535;20919;2085;21060;;35;;;;;;;;2050;18834;;;;;901;69;;;2;;;;;;;;67;832;;;;303;;;;;;;;;;;;;;;;;;0
20212;3111001092;539;KFZ-Anzeiger -Das Magazin für die Transportbranche;;Krefeld;1047;2 x mtl;11;539;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;0
20212;2290841012;540;Kanu-Sport;;Duisburg;857;mtl;11;540;6685;6494;7000;;5739;3236;;;;;;;755;191;;;;;105;85;;;85;35;;;;;;;;20;;;;214;;;;;;;;;;;;;;;;;;595312
20212;3020401032;541;KU Gesundheitsmanagement;;Kulmbach;4437;mtl;11;541;4352;2665;4400;;2641;;1039;;;;;;24;1687;;;;;75;68;;;68;;12;;;;;;;7;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020501058;547;pt - Zeitschrift für Physiotherapeuten;;München;1140;mtl;11;547;11653;5067;12000;;5032;;;;;;;;35;6586;;;;;608;294;;;290;;;;;;;;4;314;;;;311;;;;;;;;;;;;;;;;;;0
20212;3050201062;548;KOCA - Das Magazin für Konditorei & Cafe;;Frankfurt;1300;10 x jähr;11;548;2152;1389;2300;;1222;;;;;;;;167;763;;;;;241;200;;;130;;;;;;;;70;41;;;;302;;;;;;;;;;;;;;;;;;0
20212;3160401052;550;KEM Konstruktion;;Leinfelden-Echterdingen;1060;10 x jähr;11;550;20339;4390;17400;;25;;;;;;;;4365;15949;;;;;235;4;;;4;;;;;;;;;231;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160401052;11786;KEM Konstruktion;davon ePaper;Leinfelden-Echterdingen;1060;9 x jähr;12;11786;3022;2621;;;;;;;;;;;2621;401;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160501032;551;QUALITY ENGINEERING;;Leinfelden-Echterdingen;1060;5 x jähr;11;551;18541;3702;16300;;48;;;;;;;;3654;14839;;;;;66;9;;;9;;;;;;;;;57;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160501032;11787;QUALITY ENGINEERING;davon ePaper;Leinfelden-Echterdingen;1060;4 x jähr;12;11787;2407;2024;;;;;;;;;;;2024;383;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160401042;553;ke NEXT Konstruktion & Automatisierung;;Landsberg;1052;6 x jähr;11;553;18867;1981;19000;;45;;;;;;;;1936;16886;5;1;;;229;34;;;6;;;;;;;;28;195;5;1;;303;;;;;;;;;;;;;;;;;;0
20212;3060301042;554;Kunststoffe;;München;1127;mtl;11;554;14402;2673;13400;;1682;;248;;;;;;991;11729;;;;;1277;282;;;267;;20;;;;;;15;995;;;;303;;;;;;;;;;;;;;;;;;0
20212;3060301042;12149;Kunststoffe;davon ePaper;München;1127;mtl;12;12149;1142;1126;;;216;;1;;;;;;910;16;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3200301022;555;IHK Magazin Wirtschaftsnachrichten;der IHK Mittlerer Niederrhein;Düsseldorf;624;mtl;11;555;59332;58742;59610;;58742;;58742;;;;;;;590;190;3;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;NM;;;;;;;;0
20212;3200301022;555;IHK Magazin Wirtschaftsnachrichten;der IHK Mittlerer Niederrhein;Düsseldorf;624;mtl;11;555;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3020401042;556;Krankenhaus, Das;;Stuttgart;1299;mtl;11;556;2171;1580;2433;;1578;;;;;;;;2;591;;;;;23;23;;;23;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3060301012;557;K-Zeitung;;Hannover;996;24 x jähr;11;557;14953;1505;15100;;1050;;141;;;;;;455;13448;;;;;1586;460;;;95;;1;;;;;;365;1126;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160401032;559;Konstrukteur, Der;;Mainz;1085;10 x jähr;11;559;19706;121;20000;;120;;;;;;;;1;19585;;;;;71;19;;;19;;;;;;;;;52;;;;303;;;;;;;;;;;;;;;;;;0
20212;2260601082;560;audimax Gesamtausgabe;;Nürnberg;850;9 x jähr;11;560;200245;;203000;;;;;;;;;;;200245;200245;2684;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;580527
20212;3020401082;561;Krankenhaus Technik + Management;;Finning;4486;10 x jähr;11;561;9164;904;9466;;881;;558;;;;;;23;8260;;;;;441;75;;;75;;18;;;;;;;366;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020604052;563;Kinder- und Jugendarzt;;Lübeck;1075;mtl;11;563;11898;11546;12100;;11546;;11415;;;;;;;352;;;;;109;96;;;96;;88;;;;;;;13;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020501082;565;Kinderkrankenschwester;;Lübeck;1077;mtl;11;565;4635;4296;4900;;4062;33;1360;;;;;;234;339;;;;;335;335;;;155;;5;;;;;;180;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3150701052;566;Kriminalist, Der;;Berlin;254;10 x jähr;11;566;17095;16904;17500;;16904;;16904;;;;;;;191;;;;;78;78;;;78;;78;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3010101052;567;KA - Korrespondenz Abwasser, Abfall;;Hennef;1279;mtl;11;567;11505;11196;11933;;11056;;10884;;;;;;140;309;;;;;474;422;;;411;;381;;;;;;11;52;;;;306;;;;;;;;;;;;;;;;;;0
20212;3011301122;569;Küche;;Wiesbaden;1347;mtl;11;569;8405;7277;8500;;7125;;6921;;;;;;152;1128;;;;;213;161;;;161;;160;;;;;;;52;;;;302;;;;;;;;;;;;;;;;;;0
20212;1664000001;571;Südthüringer Presse Plus Hauptausgabe;;Suhl;299;Mo-Sa;11;571;55668;53159;55504;;49078;;;2014;3462;1448;;;2067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100848
20212;1664000001;7100;Südthüringer Presse Plus Hauptausgabe;davon ePaper;Suhl;299;Mo-Sa;12;7100;3886;3886;;;2284;;;;;;;;1602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100848
20212;3030301012;572;KOPO kommunalpolitische blätter;;Berlin;6156;11 x jähr;11;572;5940;3168;5940;;1833;;;;;;;;1335;2772;;;;;;;;;;;;;;;;;;;;;;310;;;;;;;;;;;;;;;;;;0
20212;3011601022;573;KI - Kälte . Luft . Klimatechnik;;Heidelberg;961;9 x jähr;11;573;2910;352;3110;;348;;;;;;;;4;2558;;;;;96;70;;;70;;;;;;;;;26;;;;305;;;;;;;;;;;;;;;;;;0
20212;3100501182;574;Kartoffelbau;;Groß-Umstadt;6477;10 x jähr;11;574;4257;3744;5650;;1726;;;;;;;;2018;513;;;;;898;865;;;276;;;;;;;;589;33;;;;306;;;;;;;;;;;;;;;;;;0
20212;3100601052;576;LZ-Rheinland;;Bonn;250;woe;11;576;17700;13024;18000;;10367;;;;;;;;2657;4676;;;;;;;;;;;;;;;;;;;;;;306;;;;;;;;;;;;;;;;;;0
20212;3060401032;578;LABO;;Darmstadt;4029;12 x jähr;11;578;21125;7;11300;;7;;;;;;;;;21118;;;;;99;1;;;1;;;;;;;;;98;;;;303;;;;;;;;;;;;;;;;;;0
20212;3060401032;12029;LABO;davon ePaper;Darmstadt;4029;12 x jähr;12;12029;10185;;;;;;;;;;;;;10185;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3111001252;579;lastauto + omnibus;;Stuttgart;410;mtl;11;579;6934;6277;8400;;2716;;;564;2121;1557;;;2997;657;;;;;583;505;;;411;;;90;423;333;;;4;78;;;;304;;;;;;;;;;;;;;;;;;0
20212;3111001252;10553;lastauto + omnibus;davon ePaper;Stuttgart;410;mtl;12;10553;1413;1353;;;50;;;;;;;;1303;60;;;;;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;0
20212;1664010000;582;Südthüringer Presse Plus F.Wort/STZ Bad Salzungen;;Suhl;299;Mo-Sa;10;582;10925;10559;10892;;9835;;;365;689;324;;;359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101759
20212;1664010000;10579;Südthüringer Presse Plus F.Wort/STZ Bad Salzungen;davon ePaper;Suhl;299;Mo-Sa;10;10579;689;689;;;430;;;;;;;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101759
20212;1664020000;583;Südthüringer Presse Plus Freies Wort Hildburghsn.;;Suhl;299;Mo-Sa;10;583;7828;7499;7628;;6933;;;289;462;173;;;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101727
20212;1664020000;10582;Südthüringer Presse Plus Freies Wort Hildburghsn.;davon ePaper;Suhl;299;Mo-Sa;10;10582;567;567;;;348;;;;;;;;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101727
20212;3090201042;585;Licht;;München;1140;9 x jähr;11;585;7700;997;8000;;981;;;;;;;;16;6703;;;;;208;169;;;167;;;;;;;;2;39;;;;305;;;;;;;;;;;;;;;;;;0
20212;3050614072;586;Lebensmittel Zeitung;;Frankfurt;827;woe;11;586;49569;35400;30000;;21851;;;;;;;;13549;14169;;;;;1133;887;;;885;;;;;;;;2;246;;;;302;;;;;;;;;;;;;;;;;;0
20212;3050614072;11133;Lebensmittel Zeitung;davon ePaper;Frankfurt;827;woe;12;11133;20076;20076;;;6577;;;;;;;;13499;;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3060401042;588;LaborPraxis;;Würzburg;6152;11 x jähr;11;588;16938;2031;17000;;127;;;;;;;;1904;14907;375;3;;;1497;14;;;14;;;;;;;;;1483;;;;303;;;;;;;;;;;;;;;;;;0
20212;3100501242;590;WOCHENBLATT FÜR LANDWIRTSCHAFT & LANDLEBEN;;Münster;1155;woe;11;590;61780;60824;57965;;49478;;;1975;6045;4070;;;9371;956;;;;;56;47;;;45;;;;;;;;2;9;;;;306;;;;;;;;;;;;;;;;;;0
20212;3100501242;10967;WOCHENBLATT FÜR LANDWIRTSCHAFT & LANDLEBEN;davon ePaper;Münster;1155;woe;12;10967;9280;8752;;;543;;;1;1;;;;8208;528;;;;;;;;;;;;;;;;;;;;;;306;;;;;;;;;;;;;;;;;;0
20212;3151101022;591;Landkreis, Der;;Stuttgart;1299;10 x jähr;11;591;1574;1242;2100;;1228;;;14;14;;;;;332;;;;;3;;;;;;;;;;;;;3;;;;301;;;;;;;;;;;;;;;;;;0
20212;3050614092;592;Lebensmittel Praxis;;Münster;1168;2-woe;11;592;60710;37957;55500;;22072;;19955;;;;;;15885;22753;;;;;240;102;;;100;;8;;;;;;2;138;;;;302;;;;;;;;;;;;;;;;;;0
20212;3050614092;11227;Lebensmittel Praxis;davon ePaper;Münster;1168;2-woe;12;11227;5478;5436;;;50;;2;;;;;;5386;42;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3120401022;594;Lebensmitteltechnik;;Hamburg;754;10 x jähr;11;594;6197;2562;6200;;2460;;2109;;;;;;102;3635;;;;;537;400;;;390;;339;;;;;;10;137;;;;302;;;;;;;;;;;;;;;;;;0
20212;3020501022;596;Deutsche Hebammen-Zeitschrift;;Hannover;952;mtl;11;596;7377;7138;7037;;6538;;;3;3;;;;597;239;;;;;566;560;;;488;;;;;;;;72;6;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020501022;11641;Deutsche Hebammen-Zeitschrift;davon ePaper;Hannover;952;mtl;12;11641;632;632;;;207;;;;;;;;425;;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3111001022;599;Bus-Fahrt - Das Magazin für die Omnibusbranche;;Krefeld;1047;mtl;11;599;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;0
20212;3100701012;600;Brieftaube, Die;;Essen;807;woe;11;600;14999;14945;15346;;14945;;;;;;;;;54;;;;;193;151;;;151;;;;;;;;;42;;;;314;;;;;;;;;;;;;;;;;;0
20212;3120101012;601;Brauindustrie;;Mindelheim;1099;mtl;11;601;6010;2979;4117;;1629;;1300;;;;;;1350;3031;;;;;482;43;;;43;;;;;;;;;439;;;;303;;;;;;;;;;;;;;;;;;0
20212;3120101012;11915;Brauindustrie;davon ePaper;Mindelheim;1099;mtl;12;11915;2000;1350;;;;;;;;;;;1350;650;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;1664040000;603;Südthüringer Presse Plus Freies Wort Ilmkreis;;Suhl;299;Mo-Sa;10;603;5337;5015;5516;;4607;;;240;432;192;;;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101692
20212;1664040000;10581;Südthüringer Presse Plus Freies Wort Ilmkreis;davon ePaper;Suhl;299;Mo-Sa;10;10581;303;303;;;183;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101692
20212;3110101022;605;Eisenbahningenieur, Der;;Hamburg;895;12 x jähr;11;605;4994;4861;5114;;4702;;3926;;;;;;159;133;;;;;379;333;;;325;;93;;;;;;8;46;;;;303;;;;;;;;;;;;;;;;;;0
20212;3041201022;608;Maler, Der - Deutsches Malermagazin;;Mindelheim;1099;mtl;11;608;16906;12807;16737;;12779;;12320;;;;;;28;4099;;;;;79;26;;;25;;;;;;;;1;53;;;;305;;;;;;;;;;;;;;;;;;0
20212;3041201022;12020;Maler, Der - Deutsches Malermagazin;davon ePaper;Mindelheim;1099;mtl;12;12020;276;;;;;;;;;;;;;276;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3200301032;610;IHK WirtschaftsForum - Unternehmermagazin;für die Region Frankfurt Rhein-Main;Frankfurt;4786;6 x jähr;11;610;67250;66483;67450;;66483;;66483;;;;;;;767;;;;;16;16;;;16;;16;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3020401092;611;Management & Krankenhaus;;Weinheim;334;12 x jähr;11;611;24910;3687;25000;;2672;;2566;;;;;;1015;21223;600;1;;;1614;77;;;76;;64;;;;;;1;1537;;;;311;;;;;;;;;;;;;;;;;;0
20212;3160401092;612;mav Innovation in der spanenden Fertigung;;Leinfelden-Echterdingen;1060;10 x jähr;11;612;18164;3695;15750;;74;;;;;;;;3621;14469;;;;;101;6;;;5;;;;;;;;1;95;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160401092;11788;mav Innovation in der spanenden Fertigung;davon ePaper;Leinfelden-Echterdingen;1060;10 x jähr;12;11788;2480;2017;;;;;;;;;;;2017;463;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3050617012;613;md INTERIOR DESIGN ARCHITECTURE;;Leinfelden-Echterdingen;4411;6 x jähr;11;613;20533;17817;8000;;1634;;347;;;;;;16183;2716;;;;;623;517;;;355;;2;;;;;;162;106;;;;305;;;;;;;;;;;;;;;;;;0
